category,爱情,搜索 /Caught in the Web,2012-07-06(中国大陆) / 高圆圆 / 姚晨 / 赵又廷 / 陈红 / 王学圻 / 王珞丹 / 陈燃 / 张译 / 中国大陆 / 陈凯歌 / 121分钟 / 剧情 / 爱情 / 悬疑 / 陈凯歌 Kaige Chen / 唐大年 Danian Tang / 汉语普通话,7.1
category,爱情,爱在黎明破晓前 /日出之前 / 情留半天,1995-01-27(美国) / 伊桑·霍克 / 朱莉·德尔佩 / 安德莉亚·埃克特 / Hanno Pöschl / 美国 / 奥地利 / 瑞士 / 理查德·林克莱特 / 105分钟 / 爱在黎明破晓前 / 剧情 / 爱情 / 理查德·林克莱特 Richard Linklater / Kim Krizan / 英语 / 德语 / 法语,8.7
category,爱情,晚秋 /Late Autumn / Full Autumn,2012-03-23(中国大陆) / 2011-02-17(韩国) / 2011-06-17(美国) / 汤唯 / 玄彬 / 金俊成 / 詹姆斯·C·伯恩斯 / 韩国 / 美国 / 香港 / 金泰勇 / 115分钟 / 晚秋 / 剧情 / 金泰勇 Tae-Yong Kim / 英语 / 韩语 / 汉语普通话,6.6
category,爱情,傲慢与偏见 /傲慢与偏见2005 / Pride And Prejudice,2005-09-16(英国) / 凯拉·奈特莉 / 马修·麦克费登 / 唐纳德·萨瑟兰 / 布兰达·布莱斯 / 凯瑞·穆里根 / 罗莎蒙德·派克 / 吉娜·马隆 / 妲露拉·莱莉 / 西蒙·伍兹 / 鲁伯特·弗兰德 / 朱迪·丹奇 / 汤姆·霍兰德 / 英国 / 乔·怀特 / 129 分钟...,8.2
category,爱情,霸王别姬 /再见，我的妾 / Farewell My Concubine,1993-01-01(香港) / 张国荣 / 张丰毅 / 巩俐 / 葛优 / 英达 / 蒋雯丽 / 吴大维 / 吕齐 / 雷汉 / 尹治 / 马明威 / 费振翔 / 智一桐 / 李春 / 赵海龙 / 李丹 / 童弟 / 中国大陆 / 香港 / 陈凯歌 / 171 分钟 / 剧情 / 爱情 / 战争 / 同性 / 音乐 / 李碧华...,9.4
category,爱情,情书 /When I Close My Eyes / Letters of Love,1995-03-25(日本) / 中山美穗 / 酒井美纪 / 柏原崇 / 丰川悦司 / 光石研 / 范文雀 / 篠原胜之 / 加贺麻理子 / 日本 / 岩井俊二 / 117分钟 / 情书 / 剧情 / 爱情 / 岩井俊二 Shunji Iwai / 日语,8.7
category,爱情,真爱至上 /爱是您，爱是我(台) / 真的恋爱了(港),2003-11-07 / 休·格兰特 / 柯林·菲尔斯 / 艾玛·汤普森 / 凯拉·奈特莉 / 连姆·尼森 / 托马斯·桑斯特 / 比尔·奈伊 / 马丁·弗瑞曼 / 劳拉·琳妮 / 艾伦·瑞克曼 / 克里斯·马歇尔 / 罗德里格·桑托罗 / 罗温·艾金森 / 比利·鲍伯·松顿 / 玛汀·麦古基安...,8.5
category,爱情,爱在日落黄昏时 /日落之前 / 情留相逢时,2004-07-02 / 伊桑·霍克 / 朱莉·德尔佩 / 弗农·多布切夫 / 美国 / 理查德·林克莱特 / 80 分钟 / 爱在日落黄昏时 / 剧情 / 爱情 / 理查德·林克莱特 Richard Linklater / 朱莉·德尔佩 Julie Delpy / 伊桑·霍克 Ethan Hawke / Kim Krizan / 英语 / 法语,8.7
category,爱情,听说 /Hear Me / 听说,2009-08-28 / 彭于晏 / 陈意涵 / 陈妍希 / 林美秀 / 台湾 / 郑芬芬 / 109分钟 / 听说 / 爱情 / 郑芬芬 Fenfen Cheng / 汉语普通话 / 台湾手语 / 台语,8.0
category,爱情,初恋50次 /第50次求婚 / 每天爱你第1次,2004-02-13(美国) / 亚当·桑德勒 / 德鲁·巴里摩尔 / 罗伯·施奈德 / 西恩·奥斯汀 / 陈英明 / 美国 / 彼得·西格尔 / 99 分钟 / 初恋50次 / 喜剧 / 爱情 / George Wing / 英语 / 夏威夷语 / 土耳其语,7.7
category,爱情,我的野蛮女友 /我的淘气女友 / 猎奇女友,2001-07-27 / 车太贤 / 全智贤 / 金仁文 / 金太贤 / 任豪 / 金一宇 / 宋玉淑 / 韩国 / South Korea: 123 分钟 / South Korea: 137 分钟(director's cut) / Philippines: 122 分钟 / 我的野蛮女友 / 喜剧 / 剧情 / 爱情 / 郭在容 / 金浩植 / 英语 / 韩语,7.8
category,爱情,他其实没那么喜欢你 /其实你不懂他的心 / 收错爱情风,2009-02-06(美国) / 詹妮弗·安妮斯顿 / 本·阿弗莱克 / 詹妮弗·康纳利 / 布莱德利·库珀 / 斯嘉丽·约翰逊 / 凯文·康诺利 / 德鲁·巴里摩尔 / 贾斯汀·朗 / 金妮弗·古德温 / 美国 / 德国 / 荷兰 / 肯·卡皮斯 / 129 分钟 / 他其实没那么喜欢你...,7.6
category,爱情,本杰明·巴顿奇事 /奇幻逆缘(港) / 返老还童,2008-12-25(美国) / 布拉德·皮特 / 凯特·布兰切特 / 塔拉吉·P·汉森 / 蒂尔达·斯文顿 / 朱莉娅·奥蒙德 / 艾丽·范宁 / 美国 / 大卫·芬奇 / 166分钟 / 本杰明·巴顿奇事 / 剧情 / 爱情 / 悬疑 / 奇幻 / 艾瑞克·罗斯 Eric Roth / Robin Swicord / 弗·司各特·菲茨杰拉德...,8.5
category,爱情,志明与春娇 /谈恋爱 / Love in a Puff,2010-03-25(香港) / 2010-06-18(中国大陆) / 杨千嬅 / 余文乐 / 司徒慧焯 / 方皓玟 / 谷祖琳 / 缪非临 / 黄德斌 / 张达明 / 徐天佑 / 邹凯光 / 谷德昭 / 周振辉 / 香港 / www.mediaasia.com/loveinapuff / 彭浩翔 / 104 分钟(香港) / 志明与春娇 / 喜剧 / 剧情...,8.1
category,爱情,乱世佳人 /飘 / 乱世佳人,1939-12-15 / 克拉克·盖博 / 费雯·丽 / 托马斯·米切尔 / 海蒂·麦克丹尼尔斯 / 奥利维娅·德哈维兰 / 美国 / 维克多·弗莱明 / 乔治·库克 / 山姆·伍德 / USA: 238 分钟(restored DVD version) / Sweden: 223 分钟(1969 re-release) / Sweden: 234 分钟(1985 re-release)...,9.2
category,爱情,机器人总动员 /太空奇兵·威E(港) / 瓦力(台),2008-06-27(美国) / 本·贝尔特 / 艾丽莎·奈特 / 杰夫·格尔林 / 佛莱德·威拉特 / 美国 / disney.go.com/disneypictures/wall-e/ / 安德鲁·斯坦顿 / 98分钟 / 机器人总动员 / 喜剧 / 爱情 / 科幻 / 动画 / 冒险 / 安德鲁·斯坦顿 Andrew Stanton / 吉姆·里尔顿...,9.2
category,爱情,暮光之城 /暮色 / 吸血新世纪(港),2008-11-21(美国) / 2009-11-25(中国大陆) / 克里斯汀·斯图尔特 / 罗伯特·帕丁森 / 比利·伯克 / 阿什丽·格林尼 / 妮基·瑞德 / 泰勒·洛特纳 / 艾迪·盖瑟吉 / 美国 / 凯瑟琳·哈德威克 / 122分钟 / 暮光之城 / 剧情 / 爱情 / 惊悚 / 奇幻 / 梅莉莎·罗森伯格...,7.1
category,爱情,单身男女 /Don’t Go Breaking My Heart / 单身男女,2011-03-31(中国大陆) / 古天乐 / 吴彦祖 / 高圆圆 / 林雪 / 尹子维 / 李诗韵 / 贾晓晨 / 中国大陆 / 香港 / 杜琪峰 / 115分钟 / 单身男女 / 喜剧 / 爱情 / 韦家辉 Ka-Fai Wai / 游乃海 Nai-Hoi Yau / 欧文杰 / 陈伟斌 / 汉语普通话 / 粤语,6.7
category,爱情,假如爱有天意 /不可不信缘 / 缘起不灭,2003-01-30 / 孙艺珍 / 曹承佑 / 赵寅成 / 李己雨 / 徐英姬 / 孙艺珍 / 韩国 / 127 分钟 / 假如爱有天意 / 爱情 / 郭在容 / 韩语,8.1
category,爱情,断背山 /断臂山 / BBM,2005-12-16(美国) / 希斯·莱杰 / 杰克·吉伦哈尔 / 米歇尔·威廉姆斯 / 安妮·海瑟薇 / 凯特·玛拉 / 兰迪·奎德 / 琳达·卡德里尼 / 安娜·法瑞丝 / 格拉汉姆·贝克尔 / 斯科特·迈克尔·坎贝尔 / 大卫·哈伯 / Peter McRobbie / 加拿大 / 美国 / www.brokebackmountain.com...,8.2
category,爱情,英国病人 /英伦情人(台) / 别问我是谁(港),1996-11-15 / 拉尔夫·费因斯 / 克里斯汀·斯科特·托马斯 / 朱丽叶·比诺什 / 威廉·达福 / 纳威恩·安德利维斯 / 柯林·菲尔斯 / 美国 / 英国 / 安东尼·明格拉 / 162分钟 / 英国病人 / 爱情 / 剧情 / 战争 / 迈克尔·翁达杰 Michael Ondaatje / 安东尼·明格拉...,8.4
category,爱情,雏菊 /爱无间 / 黛西,2006-03-09(韩国) / 全智贤 / 郑雨盛 / 李成宰 / 姜大卫 / 林迪安 / 韩国 / 香港 / 刘伟强 / 110分钟 / 124分钟(导演剪辑版) / 雏菊 / 剧情 / 爱情 / 郭在容 Jae-young Kwak / 庄文强 Felix Chong / 普通话 / 英语 / 韩语,7.7
category,爱情,天使爱美丽 /艾蜜莉的异想世界(台) / 天使艾米莉,2001-04-25 / 奥黛丽·塔图 / 马修·卡索维茨 / 贾梅尔·杜布兹 / 多米尼克·皮诺 / Isabelle Nanty / 友兰达·梦露 / 法国 / 德国 / 让-皮埃尔·热内 / 122 分钟 / 129 分钟(法国) / 天使爱美丽 / 喜剧 / 奇幻 / 爱情 / Guillaume Laurant / Jean-Pierre Jeunet /...,8.9
category,爱情,听风者 /The Silent War,2012-08-07(中国大陆) / 梁朝伟 / 周迅 / 范晓萱 / 王学兵 / 董勇 / 甘婷婷 / 单立文 / 中国大陆 / 香港 / 麦兆辉 / 庄文强 / 120分钟 / 剧情 / 悬疑 / 麦兆辉 Alan Mak / 庄文强 Felix Chong / 麦家 Jia Mai / 汉语普通话 / 粤语,6.6
category,爱情,西游记大结局之仙履奇缘 /大话西游之大圣娶亲 / 西游记完结篇仙履奇缘,1995-02-04(香港) / 周星驰 / 朱茵 / 莫文蔚 / 吴孟达 / 罗家英 / 蔡少芬 / 蓝洁瑛 / 刘镇伟 / 中国大陆 / 香港 / 95分钟 / 动作 / 冒险 / 喜剧 / 奇幻 / 爱情 / 刘镇伟 Jeffrey Lau / 粤语 / 普通话,8.9
category,爱情,诺丁山 /摘星奇缘(港) / 新娘百分百(台),1999-05-28 / 朱莉娅·罗伯茨 / 休·格兰特 / 瑞斯·伊凡斯 / James Dreyfus / 英国 / 美国 / 罗杰·米歇尔 / 124 分钟 / 诺丁山 / 喜剧 / 爱情 / Richard Curtis / 英语 / 西班牙语,7.8
category,爱情,时间旅行者的妻子 /时空旅人之妻 / 时光旅的恋人,2009-08-14(美国) / 瑞秋·麦克亚当斯 / 艾瑞克·巴纳 / 阿莱克斯·费瑞斯 / 艾利斯·霍华德 / 米歇尔·诺尔顿 / 布鲁克琳·普劳克斯 / 朗·里维斯顿 / 塔图姆·麦克凯恩 / 美国 / 罗伯特·斯文克  / 107 分钟 / 时间旅行者的妻子 / 剧情 / 奇幻...,7.5
category,爱情,天使的性 /天使性物语 / 天使之性,2012-05-08(西班牙) / 阿斯特丽德·伯格斯-弗瑞斯贝 / Llorenç González / 阿尔瓦罗·塞万堤斯 / 西班牙 / 巴西 / www.elsexodelosangeles.es/imagenes.html / Xavier Villaverde / 102分钟 / 天使的性 / 剧情 / 爱情 / 情色 / 同性 / Xavier Villaverde / 西班牙语 / 加泰罗尼亚语...,6.5
category,爱情,不能说的秘密 /不能说的·秘密 / Secret,2007-07-27(台湾) / 2007-07-31(中国大陆) / 周杰伦 / 桂纶镁 / 黄秋生 / 曾恺玹 / 中国大陆 / 香港 / 台湾 / 周杰伦 / 101 分钟 / 剧情 / 奇幻 / 音乐 / 爱情 / 杜致朗 / 汉语普通话,7.2
category,爱情,甜蜜蜜 /Comrades, Almost a Love Story,1996-11-02(香港) / 黎明 / 张曼玉 / 杨恭如 / 曾志伟 / 杜可风 / 香港 / 陈可辛 / 118 分钟(加拿大) / 116 分钟(台湾) / 剧情 / 爱情 / 岸西 / 英语 / 汉语普通话 / 粤语,8.6
category,爱情,恋爱假期 /恋爱没有假期 / 缘分精华游,2006-12-08(美国) / 卡梅隆·迪亚茨 / 凯特·温丝莱特 / 裘德·洛 / 杰克·布莱克 / 埃里·瓦拉赫 / 爱德华·伯恩斯 / 卢夫斯·塞维尔 / 詹姆斯·弗兰科 / 达斯汀·霍夫曼 / 琳赛·露安 / 美国 / 南希·迈耶斯 / 138分钟 / 恋爱假期 / 喜剧 / 爱情...,7.5
category,爱情,画皮 /Painted Skin,2008-09-25(香港) / 2008-09-26(中国大陆) / 陈坤 / 周迅 / 赵薇 / 甄子丹 / 孙俪 / 戚玉武 / 柳岩 / 中国大陆 / 香港 / 新加坡 / 103分钟 / 118分钟(导演剪辑版) / 画皮 / 动作 / 剧情 / 惊悚 / 刘浩良 / 邝文伟 / 陈嘉上 / 汉语普通话,6.3
category,爱情,山楂树之恋 /山楂树 / Under the Hawthorn Tree,2010-09-16(中国大陆) / 周冬雨 / 窦骁 / 奚美娟 / 李雪健 / 姜瑞佳 / 于新博 / 萨日娜 / 成泰燊 / 吕丽萍 / 孙海英 / 王劲松 / 中国大陆 / 张艺谋 / 114分钟 / 剧情 / 爱情 / 尹丽川  Lichuan Yin / 顾小白 Xiaobai Gu / 阿美 / 艾米 / 汉语普通话,6.4
category,爱情,将爱情进行到底 /将爱 电影版 / 对你爱爱爱不完(豆友译名),2011-02-12(中国大陆) / 李亚鹏 / 徐静蕾 / 王学兵 / 杜汶泽 / 何洁 / 程伊 / 优恵 / 陈明 / 宁浩 / 冯砾 / 王芸 / 赵薇 / 中国大陆 / 张一白 / 103分钟 / 剧情 / 爱情 / 沈巍 Wei Shen / 邢爱娜 Aina Xing / 某小丫 / 黄子珈 / 汉语普通话,6.4
category,爱情,我脑中的橡皮擦 /我脑海中的橡皮擦 / 拥抱这分钟(港),2004-11-05(韩国) / 郑雨盛 / 孙艺珍 / 白钟学 / 韩国 / 李载汉 / 117分钟 / 144分钟(导演剪辑版) / 我脑中的橡皮擦 / 爱情 / 剧情 / 李载汉 John H. Lee / Yeong-ha Kim / 韩语,7.7
category,爱情,我们的存在(下) /我们的存在 后篇 / We Were Here: Part 2,2012-04-21(日本) / 生田斗真 / 吉高由里子 / 高冈苍甫 / 本仮屋唯佳 / 小松彩夏 / 柄本佑 / 比嘉爱未 / 日本 / bokura-movie.com / 三木孝浩  / 121分钟 / 我们的存在(下) / 剧情 / 爱情 / 小畑友纪 / 吉田智子 Tomoko Yoshida / 日语,7.2
category,爱情,前度 /前任 / 前那个,2010-06-10(香港) / 2010-12-30(广东) / 陈伟霆 / 钟欣桐 / 诗雅 / 曾国祥 / 周俊伟 / 向佐 / 杜汶泽 / 香港 / 麦曦茵 / 95 分钟(香港) / 爱情 / 麦曦茵 Heiward Mak / 粤语,7.0
